epoch,acc,bal_acc,auc,prec,rec,spec,f1,loss,ppv,npv,tp,fp,tn,fn
0,0.820652186870575,0.8171283006668091,0.8171283006668091,0.744907021522522,0.802480936050415,0.8317757248878479,0.7726228833198547,0.0,0.7449069973427812,0.8730839975475169,841.0,288.0,1424.0,207.0

Run Arguments:
cuda: True
gpu: 0
cuda_block: False
epochs: 1
batch_size: 8
seed: 3435
patience: 10
monitor_metric: bal_acc
log_every: 10
imbalance_fix: loss_weight
data_dir: C:\Users\jjnunez\PycharmProjects\scar_nlp_data\data
results_dir: C:\Users\jjnunez\PycharmProjects\scar_nlp\results
data_version: ppv4
target: surv_mo_60
table: bow_c_choose
dataset: SCAR
debug: False
max_tokens: 1000
use_idf: True
classifier: l2logreg
rf_estimators: 50
elnet_l1_ratio: 0.67
elnet_alpha: 0.1
elnet_power_t: 0.01
gbdt_estimators: 100
gbdt_lr: 0.1
gbdt_max_depth: 3
l2logreg_c: 0.5
run_name: BoW_20220201-1529
results_dir_target: C:\Users\jjnunez\PycharmProjects\scar_nlp\results\surv_mo_60
results_dir_model: C:\Users\jjnunez\PycharmProjects\scar_nlp\results\surv_mo_60\BoW
